     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/10/2010-07/16/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R348,ATLANTIC AV-VAN SINDEREN AV   ,00003637,00000112,00000013,00000049,00000010,00001583,00001083,00000009,00000049,00000223,00000003,00000004,00000000,00000031,00000166,00000010,00000001,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R349,SUTTER AVE-VAN SINDEREN AVE   ,00010073,00000307,00000048,00000083,00000000,00004881,00002600,00000015,00000097,00000701,00000007,00000029,00000000,00000000,00000835,00000000,00000003,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R350,LIVONIA AVE-VAN SINDEREN AV   ,00005712,00000244,00000052,00000071,00000000,00003118,00002279,00000009,00000104,00000424,00000001,00000026,00000000,00000000,00000440,00000000,00000001,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R352,HEWES STREET-BROADWAY         ,00005849,00000193,00000019,00000082,00000003,00002226,00004004,00000005,00000086,00000276,00000002,00000021,00000000,00000001,00000232,00000005,00000008,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R353,LORIMER STREET-BROADWAY       ,00007759,00000643,00000037,00000635,00000000,00002999,00011289,00000005,00000114,00000386,00000006,00000035,00000000,00000005,00000665,00000038,00000022,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R354,104TH STREET-LIBERTY AVENUE   ,00005147,00000138,00000004,00000061,00000000,00000991,00002133,00000001,00000022,00000103,00000000,00000053,00000000,00000005,00000158,00000018,00000005,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R355,109TH STREET-LIBERTY AVENUE   ,00007118,00000182,00000016,00000084,00000001,00001393,00003304,00000002,00000032,00000174,00000000,00000090,00000000,00000000,00000384,00000009,00000001,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R356,LEFFERTS BLVD-LIBERTY AVE     ,00018261,00000513,00000046,00000136,00000000,00005938,00009371,00000006,00000229,00000635,00000003,00000224,00000000,00000001,00001021,00000027,00000023,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R357,NORTH CONDUIT AVE-COHANCEY    ,00002708,00000071,00000002,00000013,00000000,00000404,00000738,00000000,00000033,00000044,00000001,00000037,00000000,00000000,00000287,00000017,00000000,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R358,BEACH 25TH STREET-WAVECREST   ,00004922,00000141,00000009,00000030,00000000,00001132,00001435,00000008,00000047,00000218,00000002,00000030,00000000,00000005,00000453,00000013,00000004,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R359,23RD STREET-ELY AVENUE        ,00026269,00000939,00000113,00000394,00000084,00011263,00031716,00000018,00000360,00001462,00000177,00000250,00000000,00000260,00002568,00000228,00000076,00000000,00000096,00000000,00000000,00000000,                                                                                                                                        
R360,21ST STREET-JACKSON AVENUE    ,00002406,00000077,00000025,00000008,00000000,00001148,00002354,00000004,00000028,00000144,00000002,00000025,00000000,00000011,00000248,00000011,00000017,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R361,PELHAM PKWY-WHITE PLAINS RD   ,00017626,00000943,00000121,00000407,00000007,00009761,00011145,00000039,00000279,00001398,00000062,00000104,00000000,00000006,00001871,00000046,00000004,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R362,ALLERTON AV-WHITE PLAINS RD   ,00013178,00000557,00000070,00000204,00000000,00006092,00005835,00000025,00000179,00000899,00000028,00000085,00000000,00000006,00000920,00000015,00000000,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R363,BURKE AVE-WHITE PLAINS ROAD   ,00008849,00000385,00000066,00000117,00000000,00003973,00003425,00000003,00000097,00000645,00000012,00000057,00000000,00000004,00000733,00000021,00000000,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R364,GUNHILL RD-WHITE PLAINS RD    ,00012886,00000519,00000133,00000273,00000002,00008718,00006479,00000012,00000229,00001159,00000016,00000040,00000000,00000004,00001393,00000013,00000007,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R365,219TH ST-WHITE PLAINS ROAD    ,00008834,00000252,00000073,00000106,00000000,00003782,00003077,00000026,00000108,00000608,00000023,00000034,00000000,00000000,00000550,00000008,00000006,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R366,225TH ST-WHITE PLAINS ROAD    ,00010922,00000322,00000064,00000125,00000002,00004856,00003660,00000017,00000130,00000655,00000017,00000043,00000000,00000000,00000658,00000011,00000017,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R367,233RD ST-WHITE PLAINS ROAD    ,00012605,00000499,00000097,00000205,00000002,00005990,00005070,00000011,00000155,00000889,00000029,00000059,00000000,00000004,00000962,00000011,00000011,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R368,9TH AVENUE-39TH STREET        ,00013332,00000417,00000036,00000240,00000000,00003704,00013544,00000003,00000103,00000357,00000002,00000074,00000000,00000008,00000478,00000022,00000014,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R369,FORT HAMILTON PKWY-45TH ST    ,00009273,00000482,00000052,00000134,00000020,00002346,00006311,00000006,00000055,00000270,00000015,00000065,00000000,00000025,00000340,00000035,00000019,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R370,71ST STREET-NEW UTRECHT AVE   ,00009654,00000489,00000002,00000299,00000000,00001923,00011178,00000001,00000073,00000205,00000012,00000117,00000000,00000003,00000614,00000028,00000010,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R371,79TH STREET-17TH AVENUE       ,00011532,00000559,00000024,00000331,00000000,00002112,00014383,00000000,00000069,00000172,00000015,00000228,00000000,00000016,00000587,00000028,00000008,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R372,18TH AVENUE-86TH STREET       ,00011460,00000600,00000024,00000423,00000007,00002853,00014196,00000007,00000086,00000234,00000040,00000130,00000000,00000016,00000736,00000039,00000012,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R373,20TH AVENUE-86TH STREET       ,00010653,00000690,00000043,00000239,00000000,00002190,00010972,00000010,00000071,00000231,00000023,00000178,00000000,00000000,00000560,00000043,00000010,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R374,BAY PARKWAY-86TH STREET       ,00012847,00000963,00000065,00000614,00000001,00003379,00016777,00000017,00000124,00000395,00000013,00000206,00000000,00000003,00001004,00000047,00000021,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R375,NEW LOTS AV-VAN SINDEREN AV   ,00007009,00000173,00000036,00000109,00000000,00004998,00003707,00000008,00000138,00000788,00000010,00000017,00000000,00000011,00000892,00000003,00000001,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R376,EAST 105TH ST-FARRAGUT ROAD   ,00009151,00000301,00000035,00000117,00000005,00003778,00003432,00000011,00000097,00000535,00000014,00000043,00000000,00000001,00000972,00000015,00000026,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R377,FLUSHING AVE-BROADWAY         ,00022053,00000906,00000094,00000264,00000005,00008469,00009141,00000024,00000269,00001219,00000010,00000054,00000000,00000021,00002046,00000028,00000016,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R378,MYRTLE AVENUE-BROADWAY        ,00020397,00000640,00000098,00000340,00000005,00010046,00014956,00000023,00000222,00001573,00000005,00000058,00000000,00000019,00001576,00000015,00000039,00000000,00000062,00000000,00000000,00000000,                                                                                                                                        
R379,KOSCIUSKO STREET-BROADWAY     ,00009864,00000259,00000054,00000159,00000000,00005150,00006000,00000018,00000163,00000726,00000005,00000029,00000000,00000015,00000663,00000014,00000011,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R380,GATES AVENUE-BROADWAY         ,00012975,00000441,00000075,00000241,00000003,00006359,00006782,00000018,00000191,00000961,00000007,00000047,00000000,00000002,00000950,00000012,00000011,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R381,HALSEY STREET-BROADWAY        ,00012970,00000423,00000114,00000166,00000004,00007118,00006167,00000034,00000186,00001143,00000001,00000030,00000000,00000001,00001129,00000022,00000034,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R382,GRANT AVNUE-PITKIN AVENUE     ,00017094,00000585,00000095,00000162,00000002,00005688,00007797,00000037,00000185,00000675,00000009,00000133,00000001,00000005,00001447,00000009,00000009,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R383,HUDSON STREET-78TH STREET     ,00011208,00000325,00000034,00000063,00000000,00002590,00006574,00000001,00000070,00000337,00000000,00000122,00000000,00000001,00000881,00000034,00000015,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R384,BOYD STREET-88TH STREET       ,00007763,00000246,00000014,00000060,00000002,00001561,00003780,00000000,00000036,00000195,00000002,00000105,00000000,00000002,00000415,00000023,00000001,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R385,ROCKAWAY BLVD-LIBERTY AVE     ,00014729,00000344,00000080,00000209,00000004,00006182,00010082,00000015,00000225,00000838,00000021,00000163,00000000,00000002,00001477,00000062,00000025,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R386,174TH STREET-SOUTHERN BLVD    ,00014174,00000430,00000124,00000267,00000009,00009318,00006888,00000024,00000216,00001354,00000013,00000054,00000000,00000002,00001264,00000020,00000011,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R387,EAST TREMONT AVENUE-178 ST    ,00015842,00000441,00000101,00000237,00000003,00010539,00007836,00000026,00000405,00001517,00000023,00000050,00000000,00000011,00001479,00000010,00000010,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R388,EAST 180TH ST-MORRIS PARK     ,00014109,00000420,00000069,00000199,00000003,00007305,00007297,00000015,00000201,00001053,00000063,00000064,00000000,00000012,00001228,00000023,00000020,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R389,BRONX PARK EAST               ,00006351,00000195,00000031,00000068,00000008,00003187,00003332,00000014,00000107,00000399,00000010,00000067,00000000,00000005,00000520,00000024,00000009,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R390,8TH AVENUE-62ND STREET        ,00022885,00001836,00000028,00001340,00000005,00002435,00032987,00000010,00000181,00000367,00000027,00000138,00000000,00000031,00000827,00000053,00000031,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R391,FORT HAMILTON PARKWAY-62ND    ,00014004,00000644,00000037,00000321,00000004,00002288,00017154,00000011,00000071,00000394,00000019,00000147,00000000,00000008,00000657,00000045,00000025,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R392,18TH AVENUE-62ND STREET       ,00009764,00000639,00000043,00000538,00000000,00002554,00014290,00000007,00000069,00000282,00000010,00000073,00000000,00000000,00000474,00000018,00000004,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R393,20TH AVENUE-62ND STREET       ,00006455,00000426,00000055,00000230,00000000,00001310,00009090,00000006,00000045,00000133,00000013,00000135,00000000,00000012,00000318,00000022,00000014,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R394,BAY PARKWAY-66TH STREET       ,00012180,00000840,00000049,00000667,00000000,00003159,00018602,00000005,00000106,00000417,00000012,00000199,00000000,00000001,00000908,00000038,00000016,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R395,KINGS HIGHWAY-WEST 7TH ST     ,00009593,00000790,00000009,00000517,00000000,00002533,00013378,00000002,00000085,00000341,00000011,00000119,00000000,00000005,00000717,00000020,00000010,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R396,AVENUE U-WEST 7TH STREET      ,00006107,00000413,00000034,00000332,00000000,00002027,00010854,00000002,00000048,00000182,00000010,00000075,00000000,00000001,00000414,00000027,00000007,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R397,86TH STREET-AVENUE V          ,00004676,00000378,00000017,00000212,00000000,00001711,00004690,00000004,00000030,00000284,00000015,00000031,00000000,00000000,00000464,00000009,00000000,00000000,00000002,00000000,00000000,00000000,                                                                                                                                        
R398,NEW UTRECHT AVENUE-62ND ST    ,00011393,00000643,00000028,00000539,00000006,00003037,00012793,00000011,00000097,00000285,00000022,00000129,00000000,00000015,00000437,00000047,00000008,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R399,25TH AVENUE-86TH STREET       ,00007854,00000571,00000031,00000318,00000001,00001463,00011699,00000007,00000058,00000215,00000017,00000129,00000000,00000010,00000529,00000034,00000014,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R400,BAY 50TH STREET-STILLWELL     ,00005983,00000512,00000020,00000286,00000000,00001446,00005411,00000005,00000042,00000174,00000008,00000054,00000000,00000005,00000365,00000025,00000021,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R401,CENTRAL AVE-MYRTLE AVE        ,00006168,00000191,00000018,00000054,00000000,00002635,00003947,00000004,00000085,00000297,00000000,00000011,00000000,00000001,00000284,00000015,00000007,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R402,SENECA AVENUE-PALMETTO ST     ,00005846,00000238,00000003,00000096,00000000,00001636,00004254,00000000,00000050,00000211,00000003,00000033,00000000,00000001,00000302,00000006,00000003,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R403,FOREST AVENUE-PUTNAM AVENUE   ,00009045,00000276,00000018,00000108,00000001,00002047,00006900,00000005,00000064,00000236,00000004,00000065,00000000,00000003,00000495,00000032,00000018,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R404,FRESH POND ROAD-68TH AVENUE   ,00012939,00000393,00000038,00000151,00000001,00002899,00009226,00000003,00000125,00000390,00000015,00000139,00000000,00000007,00000744,00000039,00000036,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R405,JACKSON AVENUE-WESTCHESTER    ,00012503,00000468,00000104,00000125,00000005,00006752,00004850,00000016,00000138,00000930,00000008,00000010,00000000,00000008,00000842,00000011,00000014,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R406,PROSPECT AVENUE-WESTCHESTER   ,00016617,00000596,00000121,00000263,00000001,00009393,00006821,00000029,00000242,00001358,00000012,00000039,00000000,00000004,00001144,00000015,00000014,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R407,INTERVALE 163RD STREET        ,00006655,00000211,00000047,00000061,00000000,00003827,00002523,00000003,00000087,00000382,00000007,00000012,00000000,00000000,00000478,00000009,00000001,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R408,SIMPSON ST-WESTCHESTER AVE    ,00017914,00000545,00000114,00000308,00000000,00013286,00009699,00000041,00000408,00001855,00000023,00000066,00000000,00000004,00001764,00000013,00000012,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R409,FREEMAN ST-SOUTHERN BLVD      ,00010144,00000266,00000065,00000156,00000000,00005115,00004378,00000032,00000138,00000890,00000002,00000024,00000000,00000002,00000821,00000014,00000001,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R411,PARK PLACE-FRANKLIN AVENUE    ,00004984,00000281,00000037,00000107,00000000,00002117,00004304,00000015,00000055,00000428,00000011,00000035,00000000,00000000,00000465,00000005,00000002,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R412,BOTANIC GARDEN-FRANKLIN AVE   ,00002975,00000161,00000025,00000060,00000000,00001473,00002091,00000006,00000055,00000269,00000004,00000022,00000000,00000004,00000335,00000004,00000008,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R413,KNICKERBOCKER AVE-MYRTLE AV   ,00009286,00000297,00000022,00000076,00000000,00003216,00004073,00000004,00000072,00000433,00000001,00000028,00000000,00000001,00000356,00000013,00000020,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R414,HOWARD BEACH-159TH AVE        ,00005030,00000186,00000007,00000044,00000002,00002180,00003209,00000004,00000322,00000375,00000007,00000086,00000000,00000005,00000287,00000046,00000009,00000000,00001282,00000000,00000000,00000000,                                                                                                                                        
R415,BROAD CHANNEL-NOEL ROAD       ,00001048,00000027,00000002,00000016,00000001,00000089,00000273,00000001,00000017,00000015,00000000,00000032,00000000,00000000,00000060,00000011,00000000,00000000,00000012,00000000,00000000,00000000,                                                                                                                                        
R416,HOLLAND-BEACH 90TH STREET     ,00003585,00000135,00000024,00000067,00000000,00000948,00001252,00000003,00000060,00000143,00000004,00000037,00000000,00000000,00000189,00000011,00000002,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R417,PLAYLAND-BEACH 98TH STREET    ,00001444,00000031,00000001,00000024,00000000,00000346,00000583,00000000,00000027,00000063,00000001,00000005,00000000,00000001,00000112,00000001,00000008,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R418,SEASIDE BEACH-105TH STREET    ,00000756,00000051,00000001,00000002,00000000,00000144,00000250,00000000,00000011,00000019,00000001,00000012,00000000,00000000,00000043,00000009,00000002,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R419,ROCKAWAY PARK-BEACH 116TH     ,00003295,00000207,00000026,00000059,00000000,00000879,00001339,00000004,00000063,00000171,00000005,00000034,00000000,00000005,00000158,00000006,00000007,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R420,DITMAS AVE-MCDONALD AVE       ,00010709,00000651,00000036,00000240,00000001,00002776,00007167,00000002,00000071,00000297,00000008,00000087,00000000,00000001,00000549,00000064,00000008,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R421,AVENUE I-MCDONALD AVENUE      ,00004293,00000459,00000028,00000224,00000005,00001356,00003071,00000008,00000038,00000160,00000006,00000055,00000000,00000000,00000296,00000024,00000009,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R422,MCDONALD AVE-22ND AVE         ,00001112,00000065,00000009,00000133,00000000,00000955,00002795,00000001,00000023,00000114,00000000,00000010,00000000,00000000,00000181,00000001,00000002,00000000,00000001,00000000,00000000,00000000,                                                                                                                                        
R423,AVENUE N-MCDONALD AVENUE      ,00007103,00000397,00000011,00000188,00000000,00001772,00005713,00000005,00000043,00000179,00000009,00000145,00000000,00000005,00000391,00000054,00000009,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R424,AVENUE P-MCDONALD AVENUE      ,00006502,00000432,00000020,00000138,00000004,00001560,00005015,00000004,00000062,00000142,00000012,00000144,00000000,00000000,00000366,00000026,00000018,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R425,AVENUE U-MCDONALD AVENUE      ,00004621,00000278,00000028,00000139,00000000,00001530,00003931,00000001,00000039,00000091,00000012,00000064,00000000,00000002,00000277,00000028,00000005,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R426,NEPTUNE AVE-MCDONALD AVENUE   ,00003858,00000576,00000013,00000130,00000001,00000582,00002347,00000006,00000026,00000094,00000002,00000073,00000000,00000000,00000332,00000020,00000011,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R427,MIDDLETOWN ROAD-WESTCHESTER   ,00005332,00000204,00000005,00000049,00000001,00000933,00001997,00000000,00000035,00000194,00000019,00000140,00000000,00000001,00000268,00000037,00000011,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R428,BUHRE AVE-WESTCHESTER AVE     ,00008029,00000351,00000029,00000073,00000000,00001996,00003473,00000007,00000056,00000378,00000031,00000106,00000000,00000008,00000510,00000050,00000012,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R429,PELHAM BAY PARK-BRUCKNER BL   ,00008641,00000400,00000073,00000282,00000005,00005779,00008363,00000030,00000221,00001013,00000228,00000087,00000000,00000008,00002002,00000027,00000019,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R430,PELHAM PKWY-ESPLANADE         ,00006001,00000259,00000029,00000090,00000000,00001393,00002880,00000001,00000046,00000323,00000018,00000102,00000000,00000000,00000615,00000039,00000003,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R431,DYRE AVENUE-LIGHT STREET      ,00008669,00000196,00000036,00000053,00000002,00003462,00003563,00000008,00000079,00000565,00000029,00000079,00000000,00000002,00000706,00000029,00000006,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R432,CHAUNCEY STREET-ROCKAWAY AV   ,00006781,00000189,00000037,00000080,00000000,00003451,00003067,00000009,00000085,00000584,00000001,00000026,00000000,00000002,00000584,00000006,00000006,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R433,ALABAMA AVENUE-FULTON ST      ,00002753,00000059,00000018,00000065,00000000,00002805,00001905,00000014,00000090,00000351,00000000,00000009,00000000,00000000,00000361,00000001,00000005,00000000,00000010,00000000,00000000,00000000,                                                                                                                                        
R434,VAN SICLEN AVENUE-FULTON ST   ,00005588,00000223,00000011,00000030,00000000,00002401,00002203,00000005,00000059,00000341,00000000,00000026,00000000,00000000,00000279,00000004,00000005,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R435,CLEVELAND STREET-FULTON ST    ,00006964,00000202,00000028,00000029,00000000,00002637,00002312,00000006,00000063,00000367,00000000,00000028,00000000,00000004,00000247,00000005,00000005,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R436,NORWOOD AVENUE-FULTON ST      ,00007880,00000238,00000036,00000055,00000002,00003079,00002456,00000012,00000064,00000364,00000002,00000063,00000000,00000005,00000385,00000001,00000000,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R437,CRESCENT STREET-FULTON ST     ,00010419,00000306,00000071,00000165,00000002,00003867,00004005,00000007,00000094,00000394,00000002,00000032,00000000,00000002,00000426,00000007,00000011,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R438,RALPH AVENUE-FULTON STREET    ,00011462,00000410,00000102,00000143,00000000,00005611,00004685,00000019,00000168,00001002,00000001,00000056,00000000,00000008,00001276,00000003,00000009,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R439,ROCKAWAY AVE-HOPKINSON AVE    ,00010264,00000381,00000099,00000165,00000000,00005603,00004791,00000020,00000178,00000790,00000007,00000043,00000000,00000010,00001447,00000007,00000001,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R440,LIBERTY AVE-PENNSYLVANIA AV   ,00005460,00000213,00000043,00000095,00000000,00002959,00002307,00000009,00000098,00000382,00000009,00000022,00000000,00000000,00000732,00000000,00000000,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R441,VAN SICLEN AVE-PITKIN AVE     ,00007786,00000255,00000029,00000097,00000000,00003309,00002389,00000009,00000104,00000594,00000004,00000023,00000000,00000002,00000675,00000015,00000001,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R442,SHEPERD AVE-PITKIN AVE        ,00007890,00000228,00000033,00000088,00000000,00003286,00002715,00000028,00000095,00000539,00000003,00000027,00000000,00000003,00000574,00000004,00000008,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R443,170TH STREET-GRAND CONC.      ,00011845,00000392,00000104,00000199,00000000,00007823,00005837,00000018,00000151,00000872,00000010,00000038,00000000,00000005,00000803,00000003,00000006,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
R444,238TH ST-WHITE PLAINS ROAD    ,00007164,00000268,00000058,00000129,00000002,00003202,00003221,00000005,00000111,00000549,00000015,00000021,00000000,00000000,00000574,00000013,00000008,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R445,138TH STREET-3RD AVE          ,00014889,00000619,00000082,00000218,00000005,00009682,00007365,00000016,00000186,00001255,00000024,00000046,00000000,00000012,00001395,00000029,00000013,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R446,BROOK AVENUE-138TH STREET     ,00014015,00000546,00000058,00000149,00000003,00008163,00005793,00000014,00000126,00000869,00000001,00000044,00000000,00000004,00000785,00000011,00000013,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R447,CYPRESS AVENUE-138TH STREET   ,00009109,00000219,00000045,00000084,00000000,00005178,00003512,00000007,00000099,00000609,00000009,00000017,00000000,00000004,00000736,00000007,00000010,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R448,EAST 143RD ST-SOUTHERN BLVD   ,00002060,00000123,00000005,00000031,00000000,00000946,00000974,00000008,00000016,00000109,00000003,00000009,00000000,00000000,00000103,00000006,00000008,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R449,EAST 149TH ST-SOUTHERN BLVD   ,00008697,00000364,00000064,00000110,00000000,00006193,00004089,00000013,00000098,00000631,00000005,00000030,00000000,00000000,00000588,00000007,00000000,00000000,00000026,00000000,00000000,00000000,                                                                                                                                        
R450,LONGWOOD AVE-SOUTHERN BLVD    ,00007409,00000257,00000031,00000113,00000000,00004482,00003290,00000010,00000102,00000547,00000033,00000028,00000000,00000004,00000537,00000002,00000019,00000000,00000004,00000000,00000000,00000000,                                                                                                                                        
R451,WINTHROP ST-NOSTRAND AVE      ,00016044,00000710,00000097,00000265,00000033,00005707,00010328,00000030,00000201,00001043,00000047,00000099,00000000,00000076,00002037,00000054,00000045,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R452,72ND STREET & BROADWAY        ,00083698,00005917,00000338,00001698,00000110,00025555,00079478,00000092,00001986,00004594,00000200,00001175,00000000,00000405,00004915,00000723,00000396,00000000,00000436,00000000,00000000,00000000,                                                                                                                                        
R453,23RD STREET-6TH AVENUE        ,00022714,00000989,00000114,00000380,00000012,00006202,00025112,00000021,00000496,00001317,00000086,00000348,00000000,00000028,00001335,00000134,00000109,00000000,00000158,00000000,00000000,00000000,                                                                                                                                        
R454,PROSPECT AVE-4TH AVE          ,00002597,00000087,00000007,00000041,00000000,00000881,00001645,00000000,00000028,00000094,00000004,00000007,00000000,00000000,00000079,00000006,00000001,00000000,00000003,00000000,00000000,00000000,                                                                                                                                        
R455,25TH STREET-4TH AVENUE        ,00002378,00000101,00000015,00000060,00000000,00001001,00001399,00000005,00000031,00000048,00000002,00000006,00000000,00000000,00000080,00000003,00000002,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R456,HOYT STREET-FULTON STREET     ,00003929,00000198,00000042,00000085,00000009,00001651,00003039,00000005,00000115,00000271,00000016,00000029,00000000,00000039,00000915,00000024,00000005,00000000,00000016,00000000,00000000,00000000,                                                                                                                                        
R459,ORCHARD BEACH                 ,00001389,00000113,00000009,00000024,00000000,00000470,00000400,00000003,00000013,00000051,00000003,00000001,00000000,00000000,00000077,00000003,00000000,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R460,MARCY AVENUE-BROADWAY         ,00023838,00001030,00000093,00000441,00000017,00008748,00018243,00000021,00000420,00001426,00000042,00000128,00000000,00000013,00001700,00000070,00000049,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R461,BROADWAY LAFAYETTE-BLEECKER   ,00048128,00001146,00000128,00000391,00000153,00014872,00050051,00000014,00001571,00003476,00000136,00000609,00000000,00000367,00002329,00000268,00000185,00000000,00000373,00000000,00000000,00000000,                                                                                                                                        
R462,CANAL STREET-BROADWAY         ,00039379,00001372,00000084,00000553,00000039,00012023,00030776,00000011,00003034,00001986,00000153,00000376,00000000,00000103,00001671,00000147,00000105,00000000,00000225,00000000,00000000,00000000,                                                                                                                                        
