     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,07/10/2010-07/16/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R122,90TH STREET/ELMHURST AVENUE   ,00042588,00001588,00000160,00000534,00000007,00021904,00029789,00000035,00000825,00000960,00000022,00000121,00000000,00000019,00001111,00000038,00000036,00000000,00000080,00000000,00000000,00000000,                                                                                                                                        
R123,FRANKLIN AVE/EASTERN PKWY     ,00023741,00001140,00000183,00000423,00000003,00010662,00021163,00000032,00000393,00001922,00000028,00000131,00000000,00000016,00002773,00000050,00000085,00000000,00000098,00000000,00000000,00000000,                                                                                                                                        
R124,KINGSTON AVE/EASTERN PKWY     ,00011702,00000674,00000070,00000315,00000001,00004368,00005612,00000032,00000165,00000674,00000014,00000043,00000000,00000005,00000893,00000032,00000022,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R125,BROAD STREET & WALL STREET    ,00012450,00000369,00000019,00000098,00000016,00002521,00009683,00000015,00000377,00000622,00000059,00000290,00000000,00000048,00002009,00000087,00000049,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R126,175TH STREET/FT WASHINGTON    ,00034802,00001463,00000112,00000331,00000014,00008603,00018503,00000034,00000483,00001466,00000017,00000316,00000000,00000026,00001611,00000122,00000073,00000000,00000090,00000000,00000000,00000000,                                                                                                                                        
R127,JAY ST-METROTECH              ,00060023,00002693,00000416,00001132,00000098,00020073,00040991,00000106,00001237,00003595,00000174,00000468,00000000,00000229,00011367,00000278,00000148,00000000,00000223,00000000,00000000,00000000,                                                                                                                                        
R128,SUTPHIN BLVD-HILLSIDE AVE     ,00011301,00000531,00000043,00000129,00000003,00004131,00008376,00000021,00000126,00000377,00000013,00000109,00000000,00000022,00000535,00000007,00000014,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R129,BERGEN STREET-SMITH STREET    ,00023487,00000826,00000079,00000223,00000010,00005675,00024676,00000011,00000246,00001275,00000016,00000277,00000000,00000019,00001947,00000119,00000067,00000000,00000223,00000000,00000000,00000000,                                                                                                                                        
R130,KINGS HIGHWAY-MCDONALD AVE    ,00006829,00000535,00000043,00000231,00000008,00002256,00006058,00000003,00000066,00000234,00000005,00000078,00000000,00000002,00000419,00000030,00000016,00000000,00000007,00000000,00000000,00000000,                                                                                                                                        
R131,23RD STREET-PARK AVE SOUTH    ,00063550,00003053,00000235,00000831,00000456,00015106,00056935,00000045,00001108,00002819,00000808,00001099,00000000,00000779,00003499,00000587,00000251,00000000,00000274,00000000,00000000,00000000,                                                                                                                                        
R132,125TH STREET-LEXINGTON AVE    ,00057336,00002734,00000465,00001478,00000289,00032774,00039108,00000151,00001354,00005059,00000167,00000263,00000000,00001072,00005818,00000220,00000135,00000000,00000163,00000000,00000000,00000000,                                                                                                                                        
R133,MOSHOLU PARKWAY-JEROME AVE    ,00020956,00000915,00000132,00000308,00000005,00009085,00010913,00000038,00000339,00001426,00000027,00000058,00000000,00000014,00001616,00000057,00000017,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R134,HUNTERS PT AVE-49TH AVE       ,00014057,00000457,00000038,00000124,00001035,00003052,00006523,00000008,00000083,00000289,00000070,00000211,00000000,00001769,00002249,00000149,00000018,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R135,NEWKIRK AVE-NOSTRAND AVE      ,00016762,00000791,00000115,00000301,00000008,00007857,00009183,00000036,00000218,00001325,00000025,00000100,00000000,00000005,00002054,00000022,00000035,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R136,SHEEPSHEAD BAY ROAD           ,00031706,00002037,00000159,00001008,00000021,00006977,00029652,00000029,00000281,00001116,00000057,00000674,00000000,00000024,00003065,00000149,00000034,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R137,MYRTLE AVE-GATES AVENUE       ,00036428,00000991,00000137,00000401,00000010,00016530,00026997,00000037,00000383,00001916,00000050,00000163,00000000,00000013,00001825,00000031,00000050,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R138,WEST 4TH ST-WASHINGTON SQ     ,00092977,00003974,00000278,00001135,00000178,00025318,00084792,00000081,00002846,00004549,00000469,00001023,00000000,00000471,00004723,00000609,00000323,00000000,00000850,00000000,00000000,00000000,                                                                                                                                        
R139,CANAL STREET-LISPENARD ST     ,00047571,00001317,00000126,00000398,00000403,00011045,00033044,00000025,00001691,00001639,00000135,00000611,00000000,00001226,00002953,00000324,00000137,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R140,QUEENS PLAZA-JACKSON AVE      ,00014838,00000566,00000078,00000349,00000027,00006470,00011514,00000026,00000297,00000753,00000046,00000154,00000000,00000074,00001835,00000061,00000040,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R141,71ST AVE-CONTINENTAL AVE      ,00052077,00004626,00000290,00001511,00000037,00012910,00051805,00000080,00000622,00002145,00000166,00000960,00000000,00000099,00004522,00000292,00000165,00000000,00000187,00000000,00000000,00000000,                                                                                                                                        
R142,ESSEX ST-DELANCEY ST          ,00046885,00001989,00000247,00000826,00000020,00015223,00041178,00000033,00000999,00002746,00000119,00000351,00000000,00000083,00003392,00000155,00000140,00000000,00000316,00000000,00000000,00000000,                                                                                                                                        
R143,28TH STREET-PARK AVE SOUTH    ,00054856,00002260,00000158,00000673,00000204,00013662,00042266,00000049,00001256,00002089,00000274,00001007,00000000,00000348,00004406,00000439,00000186,00000000,00000319,00000000,00000000,00000000,                                                                                                                                        
R144,96TH STREET-LEXINGTON AVE     ,00048052,00002579,00000129,00000921,00000077,00013146,00044907,00000030,00000670,00002619,00000223,00000534,00000000,00000302,00004035,00000406,00000263,00000000,00000183,00000000,00000000,00000000,                                                                                                                                        
R145,241TH ST-WHITE PLAINS RD      ,00012971,00000370,00000047,00000138,00000003,00005393,00004226,00000001,00000184,00000826,00000022,00000041,00000000,00000001,00000564,00000014,00000029,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R146,HUNTS PT AVE-SOUTHERN BLVD    ,00018443,00000609,00000090,00000385,00000001,00013162,00011146,00000020,00000347,00002036,00000039,00000063,00000000,00000000,00002359,00000038,00000016,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R147,61ST STREET-ROOSEVELT AVE     ,00037572,00002114,00000141,00000722,00000374,00014026,00037660,00000026,00000608,00001160,00000026,00000222,00000000,00000892,00001588,00000106,00000081,00000000,00000137,00000000,00000000,00000000,                                                                                                                                        
R148,PARKSIDE AVE-OCEAN AVE        ,00014044,00000575,00000171,00000436,00000001,00006974,00011392,00000032,00000197,00001181,00000005,00000064,00000000,00000008,00001544,00000017,00000016,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R149,NEWKIRK AVE-EAST 16TH ST      ,00019979,00001207,00000151,00000545,00000015,00007828,00016922,00000018,00000281,00001134,00000027,00000154,00000000,00000019,00001670,00000058,00000032,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R150,AVENUE U-EAST 16TH STREET     ,00007931,00000697,00000045,00000372,00000001,00002128,00008823,00000013,00000089,00000270,00000008,00000067,00000000,00000002,00000337,00000018,00000012,00000000,00000013,00000000,00000000,00000000,                                                                                                                                        
R151,STILLWELL AVE-CONEY ISLAND    ,00052825,00002283,00000218,00001283,00000009,00016970,00025013,00000071,00001426,00002858,00000057,00000242,00000000,00000011,00002718,00000078,00000033,00000000,00000168,00000000,00000000,00000000,                                                                                                                                        
R152,ROCKAWAY PKWY-GLENWOOD RD     ,00021782,00000608,00000143,00000429,00000005,00013168,00014169,00000062,00000396,00002097,00000054,00000109,00000000,00000012,00003152,00000018,00000010,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R153,UTICA AVE-STUYVESANT AVE      ,00024550,00000751,00000179,00000372,00000005,00015828,00016842,00000065,00000481,00002746,00000022,00000091,00000000,00000012,00003875,00000032,00000036,00000000,00000108,00000000,00000000,00000000,                                                                                                                                        
R154,TREMONT AVE-179TH ST          ,00016599,00000549,00000147,00000249,00000001,00011921,00010577,00000021,00000236,00001418,00000012,00000088,00000000,00000019,00001443,00000007,00000014,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R155,KINGSBRIDGE RD-196TH ST       ,00015941,00000447,00000117,00000241,00000000,00008560,00008571,00000018,00000192,00001131,00000026,00000036,00000000,00000017,00001204,00000010,00000007,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R156,BEDFORD PARK BLVD-203RD ST    ,00012173,00000508,00000068,00000229,00000002,00005661,00008443,00000023,00000108,00000778,00000012,00000078,00000000,00000002,00001335,00000018,00000010,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R157,205TH ST-BAINBRIDGE AVE       ,00015992,00000558,00000117,00000303,00000004,00008113,00010456,00000037,00000248,00001191,00000057,00000084,00000000,00000013,00001372,00000029,00000034,00000000,00000086,00000000,00000000,00000000,                                                                                                                                        
R158,UNION TURNPIKE-KEW GARDENS    ,00037092,00002336,00000230,00001229,00000039,00015992,00049067,00000058,00000686,00002579,00000106,00000508,00000000,00000131,00004566,00000172,00000087,00000000,00000178,00000000,00000000,00000000,                                                                                                                                        
R159,116TH STREET-COLUMBIA         ,00033059,00001137,00000050,00000334,00000107,00006365,00031142,00000018,00000756,00001707,00000083,00000171,00000000,00000311,00001190,00000382,00000181,00000000,00000238,00000000,00000000,00000000,                                                                                                                                        
R160,ASTOR PLACE-4 AVENUE          ,00043651,00001751,00000122,00000439,00000145,00011107,00039976,00000024,00001364,00002236,00000162,00000531,00000000,00000453,00001808,00000251,00000182,00000000,00000337,00000000,00000000,00000000,                                                                                                                                        
R161,KINGSBRIDGE RD-JEROME AVE     ,00019299,00000746,00000168,00000301,00000006,00011277,00011088,00000036,00000313,00001379,00000029,00000060,00000000,00000012,00001475,00000023,00000008,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R162,ELDER AVE-WESTCHESTER AVE     ,00024601,00000655,00000112,00000199,00000002,00015267,00009879,00000030,00000240,00001562,00000019,00000078,00000000,00000005,00001308,00000021,00000018,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R163,14TH STREET-6TH AVENUE        ,00056224,00002137,00000193,00000747,00000065,00014501,00054052,00000035,00001375,00003246,00000252,00000836,00000000,00000158,00003706,00000342,00000255,00000000,00000346,00000000,00000000,00000000,                                                                                                                                        
R164,66TH STREET-BROADWAY          ,00045399,00003635,00000214,00000979,00000300,00012591,00039363,00000053,00001292,00002561,00000135,00000687,00000000,00000888,00002263,00000399,00000168,00000000,00000245,00000000,00000000,00000000,                                                                                                                                        
R165,TOMPKINSVILLE                 ,00002917,00000066,00000007,00000010,00000000,00000487,00000429,00000000,00000014,00000022,00000018,00000003,00000000,00000001,00000054,00000010,00000002,00000000,00000005,00000000,00000000,00000000,                                                                                                                                        
R166,79TH STREET-BROADWAY          ,00036938,00002797,00000130,00000786,00000038,00012354,00033230,00000035,00001346,00002285,00000097,00000459,00000000,00000180,00001845,00000307,00000129,00000000,00000230,00000000,00000000,00000000,                                                                                                                                        
R167,86TH STREET-BROADWAY          ,00040304,00003408,00000223,00000973,00000040,00012723,00040341,00000072,00000929,00002559,00000086,00000509,00000000,00000167,00002374,00000371,00000195,00000000,00000221,00000000,00000000,00000000,                                                                                                                                        
R168,96TH STREET-BROADWAY          ,00079601,00006553,00000433,00002154,00000082,00032006,00083027,00000138,00002548,00005643,00000154,00000940,00000000,00000293,00005610,00000516,00000367,00000000,00000586,00000000,00000000,00000000,                                                                                                                                        
R169,137TH STREET-BROADWAY         ,00025951,00001050,00000151,00000336,00000029,00015249,00024198,00000025,00000553,00002156,00000048,00000094,00000000,00000022,00002230,00000077,00000093,00000000,00000062,00000000,00000000,00000000,                                                                                                                                        
R170,14TH STREET-UNION SQUARE      ,00239869,00009839,00000845,00003331,00000781,00073601,00248640,00000220,00006807,00015535,00001044,00003049,00000000,00002054,00017249,00001652,00000855,00000000,00001502,00000000,00000000,00000000,                                                                                                                                        
R171,7TH AVENUE-PARK PLACE         ,00019759,00000874,00000079,00000244,00000008,00004413,00025867,00000010,00000276,00001107,00000015,00000300,00000000,00000025,00001661,00000185,00000098,00000000,00000139,00000000,00000000,00000000,                                                                                                                                        
R172,BRIGHTON BEACH-CONEY ISLAND   ,00033238,00002488,00000162,00001067,00000008,00009365,00024287,00000040,00000419,00001472,00000030,00000275,00000000,00000058,00001501,00000102,00000026,00000000,00000077,00000000,00000000,00000000,                                                                                                                                        
R173,207TH STREET-BROADWAY         ,00015394,00000826,00000154,00000431,00000006,00006476,00015208,00000025,00000250,00000999,00000042,00000099,00000000,00000021,00001743,00000071,00000056,00000000,00000082,00000000,00000000,00000000,                                                                                                                                        
R174,181ST STREET-FT WASH AVE      ,00020694,00001400,00000091,00000366,00000007,00006149,00022174,00000025,00000304,00001162,00000012,00000258,00000000,00000011,00001856,00000108,00000095,00000000,00000091,00000000,00000000,00000000,                                                                                                                                        
R175,8TH AVENUE-14TH STREET        ,00085775,00003091,00000263,00001264,00000371,00026990,00081301,00000082,00002371,00004612,00000309,00000955,00000000,00000694,00005324,00000640,00000341,00000000,00000706,00000000,00000000,00000000,                                                                                                                                        
R176,33RD STREET-PARK AVENUE       ,00072657,00003239,00000209,00000700,00000140,00018469,00059217,00000044,00002107,00003172,00000828,00001172,00000000,00000290,00003527,00000580,00000324,00000000,00000369,00000000,00000000,00000000,                                                                                                                                        
R177,68TH STREET-HUNTER COLLEGE    ,00070276,00004211,00000190,00000816,00000344,00015152,00051384,00000050,00001155,00003367,00000414,00000749,00000000,00000808,00003089,00000503,00000234,00000000,00000303,00000000,00000000,00000000,                                                                                                                                        
R178,77TH STREET-LEXINGTON AVE     ,00075986,00004721,00000202,00000898,00000160,00018976,00060289,00000040,00001469,00002730,00000291,00001148,00000000,00000502,00002995,00000692,00000321,00000000,00000364,00000000,00000000,00000000,                                                                                                                                        
R179,86TH STREET-LEXINGTON AVE     ,00139993,00007803,00000414,00001901,00000234,00040427,00139847,00000088,00003145,00007093,00000627,00001948,00000000,00000754,00008687,00001467,00000725,00000000,00000776,00000000,00000000,00000000,                                                                                                                                        
R180,103RD STREET-LEXINGTON AVE    ,00033624,00001695,00000243,00000597,00000043,00014930,00023102,00000041,00000527,00002179,00000084,00000132,00000000,00000079,00002410,00000143,00000041,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R181,110TH STREET-LEXINGTON AVE    ,00023070,00001384,00000085,00000373,00000005,00012182,00017035,00000036,00000358,00001959,00000049,00000095,00000000,00000031,00002295,00000057,00000057,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R182,116TH STREET-LEXINGTON AVE    ,00029660,00001503,00000211,00000515,00000014,00019013,00021711,00000053,00000836,00002527,00000045,00000091,00000000,00000025,00002725,00000065,00000082,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R183,BEDFORD PARK BLVD-JEROME AV   ,00010077,00000306,00000061,00000174,00000001,00005212,00006422,00000010,00000142,00000699,00000021,00000051,00000000,00000007,00000867,00000018,00000002,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R184,CORTELYOU RD-EAST 16TH ST     ,00015050,00000767,00000092,00000292,00000004,00005538,00013283,00000015,00000164,00000870,00000041,00000150,00000000,00000009,00001247,00000028,00000060,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R185,DYCKMAN STREET-BROADWAY       ,00013140,00000680,00000058,00000240,00000000,00004848,00011357,00000011,00000176,00000824,00000009,00000067,00000000,00000006,00000991,00000024,00000068,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R186,86TH ST-CENTRAL PARK WEST     ,00020742,00001590,00000068,00000504,00000013,00006071,00022400,00000025,00000612,00001287,00000056,00000281,00000000,00000111,00001398,00000162,00000156,00000000,00000174,00000000,00000000,00000000,                                                                                                                                        
R187,81ST STREET-MUSEUM            ,00036138,00001489,00000137,00000388,00000089,00012536,00024459,00000032,00002931,00001831,00000089,00000333,00000000,00000205,00001493,00000257,00000084,00000000,00000363,00000000,00000000,00000000,                                                                                                                                        
R188,50TH STREET-8TH AVENUE        ,00039704,00001634,00000176,00000627,00000164,00013413,00029465,00000022,00002070,00001826,00000120,00000364,00000000,00000409,00001588,00000243,00000158,00000000,00000460,00000000,00000000,00000000,                                                                                                                                        
R189,CHRISTOPHER ST-SHERIDAN SQ    ,00027834,00001664,00000093,00000485,00000051,00007771,00020831,00000041,00001286,00001653,00000093,00000275,00000000,00000135,00001061,00000182,00000109,00000000,00000280,00000000,00000000,00000000,                                                                                                                                        
R190,23RD STREET-7TH AVENUE        ,00032786,00002135,00000230,00000915,00000131,00010555,00029943,00000052,00001014,00001961,00000168,00000413,00000000,00000262,00002055,00000281,00000125,00000000,00000214,00000000,00000000,00000000,                                                                                                                                        
R191,103RD STREET-BROADWAY         ,00021507,00001909,00000117,00000525,00000011,00010487,00021024,00000021,00000846,00001560,00000024,00000200,00000000,00000044,00001381,00000171,00000123,00000000,00000143,00000000,00000000,00000000,                                                                                                                                        
R192,110TH STREET-BROADWAY         ,00022048,00001540,00000101,00000558,00000016,00007465,00024922,00000029,00000553,00001526,00000035,00000210,00000000,00000085,00001515,00000163,00000134,00000000,00000139,00000000,00000000,00000000,                                                                                                                                        
R193,157TH STREET-BROADWAY         ,00019910,00001275,00000199,00000485,00000003,00012934,00017572,00000059,00000308,00001511,00000011,00000073,00000000,00000022,00001551,00000044,00000039,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R194,BLEECKER ST-LAFAYETTE ST      ,00031573,00001083,00000093,00000299,00000105,00009978,00032820,00000019,00001218,00001954,00000088,00000447,00000000,00000336,00001495,00000213,00000175,00000000,00000259,00000000,00000000,00000000,                                                                                                                                        
R195,161ST STREET-YANKEE STADIUM   ,00060299,00002163,00000384,00000935,00000038,00027952,00028788,00000099,00001892,00004242,00000121,00000253,00000000,00000133,00005937,00000170,00000053,00000000,00000183,00000000,00000000,00000000,                                                                                                                                        
R196,PROSPECT PARK-EMPIRE BLVD     ,00017509,00000859,00000139,00000379,00000001,00008970,00016718,00000031,00000344,00001578,00000032,00000132,00000000,00000013,00002113,00000030,00000044,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R197,36TH STREET-4TH AVENUE        ,00025173,00000941,00000120,00000493,00000028,00009813,00020390,00000029,00000272,00001066,00000039,00000178,00000000,00000048,00001509,00000081,00000080,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R198,NOSTRAND AVE-FULTON ST        ,00030495,00001033,00000292,00000570,00000004,00018100,00022800,00000072,00000635,00003086,00000036,00000106,00000000,00000007,00003862,00000054,00000099,00000000,00000139,00000000,00000000,00000000,                                                                                                                                        
R199,KINGSTON AVE-THROOP AVE       ,00011256,00000388,00000097,00000153,00000001,00005713,00005971,00000023,00000164,00000975,00000014,00000041,00000000,00000006,00001245,00000017,00000040,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R200,EUCLID AVE-PITKIN AVE         ,00022604,00000754,00000185,00000285,00000010,00009530,00009799,00000042,00000293,00001593,00000018,00000094,00000000,00000013,00002812,00000015,00000026,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R201,WOODHAVEN BLVD-QUEENS BLVD    ,00046667,00002433,00000238,00000882,00000017,00015590,00039135,00000058,00000807,00002190,00000096,00000344,00000000,00000040,00004345,00000109,00000075,00000000,00000148,00000000,00000000,00000000,                                                                                                                                        
R202,63RD DRIVE-REGO PARK          ,00033601,00003644,00000216,00000988,00000031,00007643,00032180,00000075,00000410,00001167,00000057,00000627,00000000,00000061,00002482,00000107,00000077,00000000,00000072,00000000,00000000,00000000,                                                                                                                                        
R203,23RD STREET-6TH AVENUE        ,00032383,00001280,00000116,00000493,00000055,00007719,00030031,00000021,00000614,00001371,00000276,00000733,00000000,00000109,00001474,00000275,00000103,00000000,00000180,00000000,00000000,00000000,                                                                                                                                        
R204,CHURCH AVE-MCDONALD AVE       ,00018086,00001192,00000123,00000653,00000000,00006695,00020672,00000033,00000176,00000906,00000037,00000146,00000000,00000008,00001248,00000044,00000041,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R205,149TH ST-GRAND CONCOURSE      ,00022091,00000834,00000178,00000377,00000007,00013658,00014031,00000037,00000395,00002324,00000057,00000057,00000000,00000013,00003787,00000036,00000023,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R206,125TH STREET-LENOX AVENUE     ,00026634,00001368,00000277,00000768,00000042,00016806,00020405,00000075,00000933,00002607,00000093,00000137,00000000,00000185,00003433,00000061,00000043,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R207,135TH STREET-LENOX AVENUE     ,00026525,00001660,00000273,00000840,00000037,00013956,00019364,00000085,00000567,00002557,00000069,00000092,00000000,00000032,00004747,00000064,00000085,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R208,103RD ST-ROOSEVELT AVE        ,00048303,00000821,00000131,00000343,00000004,00027378,00022303,00000016,00000991,00000898,00000041,00000070,00000001,00000011,00000776,00000018,00000027,00000000,00000044,00000000,00000000,00000000,                                                                                                                                        
R209,STERLING ST-NOSTRAND AVE      ,00012711,00000847,00000152,00000182,00000001,00005535,00007587,00000021,00000206,00000773,00000011,00000097,00000000,00000002,00001314,00000013,00000019,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R210,BEVERLY RD-NOSTRAND AVE       ,00009972,00000439,00000061,00000145,00000000,00004193,00004719,00000007,00000119,00000638,00000011,00000054,00000000,00000000,00000936,00000011,00000013,00000000,00000011,00000000,00000000,00000000,                                                                                                                                        
R211,KINGS HIGHWAY-EAST 16TH ST    ,00036708,00002744,00000187,00001255,00000025,00009801,00036845,00000051,00000338,00001438,00000054,00000635,00000000,00000028,00003030,00000235,00000070,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R212,59TH STREET-4TH AVENUE        ,00028218,00001048,00000080,00000501,00000011,00010120,00022190,00000017,00000244,00000870,00000042,00000138,00000000,00000023,00001075,00000062,00000039,00000000,00000030,00000000,00000000,00000000,                                                                                                                                        
R213,BAY RIDGE AVE-4TH AVENUE      ,00016837,00000876,00000052,00000398,00000001,00004699,00016560,00000008,00000160,00001123,00000070,00000164,00000000,00000014,00001164,00000088,00000020,00000000,00000040,00000000,00000000,00000000,                                                                                                                                        
R214,77TH STREET-4TH AVENUE        ,00012726,00000781,00000042,00000234,00000003,00002157,00009813,00000014,00000111,00000398,00000024,00000245,00000000,00000002,00000896,00000047,00000044,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R215,86TH STREET-4TH AVENUE        ,00018152,00000945,00000076,00000527,00000003,00007436,00018106,00000006,00000274,00001143,00000157,00000234,00000000,00000009,00001478,00000086,00000033,00000000,00000043,00000000,00000000,00000000,                                                                                                                                        
R216,BAY RIDGE - 95TH STREET       ,00014499,00000934,00000078,00000231,00000010,00002799,00010930,00000008,00000196,00000394,00000073,00000240,00000000,00000004,00000859,00000126,00000038,00000000,00000022,00000000,00000000,00000000,                                                                                                                                        
R217,HOYT ST-SCHERMERHORN ST       ,00022960,00001076,00000133,00000339,00000008,00009070,00012232,00000034,00000374,00001367,00000017,00000086,00000001,00000008,00003078,00000053,00000050,00000000,00000103,00000000,00000000,00000000,                                                                                                                                        
R218,ELMHURST AVE-BROADWAY         ,00025088,00001885,00000135,00000749,00000001,00008232,00036492,00000035,00000332,00000788,00000011,00000173,00000000,00000015,00001633,00000028,00000049,00000000,00000071,00000000,00000000,00000000,                                                                                                                                        
R219,67TH AVENUE-QUEENS BLVD       ,00019015,00002041,00000079,00000548,00000004,00002911,00019639,00000024,00000168,00000482,00000037,00000390,00000000,00000018,00001680,00000082,00000046,00000000,00000062,00000000,00000000,00000000,                                                                                                                                        
R220,CARROLL ST-PRESIDENT ST       ,00022421,00000887,00000088,00000213,00000009,00004560,00022978,00000009,00000188,00000945,00000025,00000330,00000000,00000024,00001604,00000136,00000103,00000000,00000160,00000000,00000000,00000000,                                                                                                                                        
R221,167TH STREET-RIVER AVENUE     ,00019871,00000511,00000109,00000223,00000000,00013341,00011271,00000020,00000274,00001407,00000005,00000032,00000000,00000005,00001409,00000013,00000008,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R222,177TH STREET-PARKCHESTER      ,00022970,00001121,00000115,00000424,00000006,00009612,00016416,00000023,00000252,00001867,00000096,00000233,00000000,00000006,00003192,00000061,00000079,00000000,00000044,00000000,00000001,00000000,                                                                                                                                        
R223,46TH ST-BLISS ST              ,00030414,00001386,00000126,00000441,00000009,00014518,00033493,00000032,00000421,00001123,00000018,00000160,00000000,00000049,00001435,00000052,00000085,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R224,CLARK STREET-HENRY STREET     ,00011233,00001079,00000052,00000283,00000032,00002538,00014476,00000006,00000350,00000700,00000022,00000166,00000000,00000055,00000910,00000081,00000037,00000000,00000124,00000000,00000000,00000000,                                                                                                                                        
R225,HOYT STREET-HOYT STREET       ,00009124,00000581,00000079,00000150,00000031,00004347,00004793,00000024,00000179,00000598,00000005,00000026,00000000,00000033,00001502,00000013,00000008,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R226,GUN HILL ROAD-SEYMOUR         ,00010685,00000350,00000066,00000104,00000003,00004169,00004516,00000014,00000127,00000754,00000039,00000107,00000000,00000003,00001160,00000009,00000006,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R227,RECTOR STREET-CHURCH STREET   ,00019801,00000869,00000043,00000196,00000034,00003387,00017382,00000006,00001024,00000677,00001034,00000504,00000000,00000076,00001569,00000210,00000070,00000000,00000100,00000000,00000000,00000000,                                                                                                                                        
R228,AVENUE J-EAST 16TH STREET     ,00012158,00000941,00000105,00000514,00000009,00004405,00012314,00000007,00000195,00000505,00000005,00000184,00000000,00000015,00000846,00000031,00000022,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R229,AVENUE M-EAST 16TH STREET     ,00009196,00000735,00000077,00000252,00000006,00002234,00006876,00000004,00000079,00000234,00000007,00000148,00000000,00000008,00000579,00000061,00000014,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R230,NECK ROAD-EAST 16TH STREET    ,00005435,00000544,00000015,00000245,00000009,00000838,00005828,00000001,00000036,00000114,00000004,00000120,00000000,00000001,00000327,00000018,00000009,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R231,UNION STREET-4TH AVENUE       ,00015503,00000568,00000058,00000156,00000009,00004105,00015597,00000007,00000295,00000698,00000026,00000206,00000000,00000016,00001238,00000109,00000070,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R232,45TH STREET-4TH AVENUE        ,00018936,00000797,00000071,00000333,00000001,00006846,00010011,00000002,00000182,00000594,00000009,00000099,00000000,00000004,00000668,00000020,00000022,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R233,53RD STREET-4TH AVENUE        ,00019438,00000610,00000095,00000279,00000003,00006836,00011637,00000018,00000151,00000705,00000013,00000051,00000000,00000014,00000647,00000025,00000016,00000000,00000029,00000000,00000000,00000000,                                                                                                                                        
