     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,06/11/2011-06/17/2011,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R235,BEDFORD AVE-NORTH 7TH ST      ,00066765,00000770,00000119,00000389,00000031,00019107,00062862,00000000,00000000,00000000,00000087,00000450,00000000,00000068,00001784,00000479,00000438,00000000,00000683,00000000,00000000,00000000,                                                                                                                                        
R236,DEKALB AVE-WYCKOFF AVE        ,00027490,00000767,00000091,00000257,00000006,00012073,00019263,00000000,00000001,00000000,00000010,00000076,00000000,00000027,00000649,00000070,00000109,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R237,182ND STREET-183RD STREET     ,00013028,00000468,00000092,00000108,00000000,00007089,00004794,00000000,00000000,00000000,00000006,00000026,00000000,00000010,00000306,00000012,00000016,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R238,STEINWAY ST-BROADWAY          ,00034709,00001479,00000139,00000511,00000005,00013613,00035114,00000000,00000000,00000000,00000045,00000176,00000000,00000032,00001177,00000159,00000183,00000000,00000127,00000000,00000000,00000000,                                                                                                                                        
R239,GREENPOINT AVE                ,00018809,00001004,00000087,00000493,00000008,00005864,00016519,00000000,00000000,00000000,00000020,00000085,00000000,00000023,00000490,00000089,00000076,00000000,00000141,00000000,00000000,00000000,                                                                                                                                        
R240,GRAND ST-CHRISTIE ST          ,00044785,00007277,00000145,00004034,00000037,00009349,00056560,00000000,00000000,00000001,00000135,00000329,00000000,00000102,00001071,00000166,00000158,00000000,00000219,00000000,00000000,00000000,                                                                                                                                        
R241,15TH ST-PROSPECT PARK WEST    ,00013757,00000712,00000062,00000311,00000003,00003457,00014593,00000000,00000000,00000000,00000015,00000153,00000000,00000003,00000595,00000147,00000137,00000000,00000084,00000000,00000000,00000000,                                                                                                                                        
R242,18TH AVE-MCDONALD AVE         ,00011147,00000659,00000069,00000329,00000011,00003481,00006966,00000000,00000000,00000000,00000005,00000064,00000000,00000001,00000162,00000067,00000021,00000000,00000031,00000000,00000000,00000000,                                                                                                                                        
R243,170TH STREET-JEROME AVENUE    ,00022277,00000822,00000143,00000302,00000000,00015695,00009454,00000000,00000000,00000000,00000005,00000026,00000000,00000004,00000718,00000020,00000022,00000000,00000060,00000000,00000000,00000000,                                                                                                                                        
R244,BURNSIDE AVE-JEROME AVE       ,00025458,00000853,00000191,00000300,00000003,00016705,00010976,00000000,00000000,00000000,00000040,00000043,00000000,00000003,00000782,00000021,00000048,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R246,PROSPECT AVENUE-4TH AVENUE    ,00012146,00000348,00000079,00000101,00000014,00003806,00012060,00000000,00000000,00000000,00000003,00000109,00000000,00000026,00000447,00000112,00000106,00000000,00000085,00000000,00000000,00000000,                                                                                                                                        
R247,55TH ST-NEW UTRECHT AVE       ,00005960,00000525,00000043,00000198,00000011,00001613,00002855,00000000,00000000,00000000,00000000,00000080,00000000,00000006,00000037,00000037,00000007,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R248,1ST AVENUE-14TH STREET        ,00061542,00002454,00000175,00000698,00000080,00015984,00045885,00000000,00000000,00000000,00000122,00000359,00000000,00000102,00001945,00000495,00000327,00000000,00000541,00000000,00000000,00000000,                                                                                                                                        
R249,GRAHAM AVE-METROPOLITAN AVE   ,00022291,00000500,00000055,00000177,00000002,00007363,00026184,00000000,00000000,00000000,00000023,00000151,00000000,00000022,00000828,00000114,00000146,00000000,00000129,00000000,00000000,00000000,                                                                                                                                        
R250,GRAND ST-BUSHWICK AVE         ,00012194,00000527,00000077,00000324,00000009,00005965,00012373,00000000,00000000,00000000,00000018,00000065,00000000,00000020,00000359,00000071,00000036,00000000,00000056,00000000,00000000,00000000,                                                                                                                                        
R251,96TH ST-CENTRAL PARK WEST     ,00017466,00002128,00000186,00000523,00000024,00006393,00018745,00000000,00000000,00000000,00000040,00000209,00000000,00000099,00000813,00000267,00000148,00000000,00000130,00000000,00000000,00000000,                                                                                                                                        
R252,HIGH ST-CADMAN PLAZA WEST     ,00016348,00000865,00000066,00000195,00000031,00005676,00012544,00000000,00000000,00000000,00000059,00000140,00000000,00000054,00000479,00000198,00000117,00000000,00000200,00000000,00000000,00000000,                                                                                                                                        
R253,174TH-175TH ST-GRAND CONCOU   ,00012199,00000465,00000068,00000166,00000002,00006871,00006060,00000000,00000000,00000000,00000014,00000018,00000000,00000007,00000317,00000013,00000025,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R254,GRAND AVE-QUEENS BOULEVARD    ,00032866,00001918,00000143,00000753,00000004,00014885,00041855,00000000,00000000,00000000,00000034,00000240,00000000,00000017,00001414,00000122,00000126,00000000,00000096,00000000,00000000,00000000,                                                                                                                                        
R255,VAN WYCK BLVD-MAIN STREET     ,00013197,00000799,00000052,00000248,00000009,00003623,00010847,00000000,00000000,00000000,00000017,00000134,00000000,00000003,00000504,00000102,00000038,00000000,00000057,00000000,00000000,00000000,                                                                                                                                        
R256,NASSAU AVE-MANHATTAN AVE      ,00018674,00000622,00000088,00000375,00000013,00005256,00017561,00000000,00000000,00000000,00000007,00000072,00000000,00000012,00000523,00000129,00000078,00000000,00000177,00000000,00000000,00000000,                                                                                                                                        
R257,EAST BROADWAY-MADISON ST      ,00031965,00002884,00000133,00001130,00000015,00007920,00027756,00000000,00000000,00000000,00000036,00000228,00000000,00000071,00001444,00000169,00000120,00000000,00000184,00000000,00000000,00000000,                                                                                                                                        
R258,4TH AVENUE-9TH STREET         ,00028928,00001163,00000149,00000383,00000030,00009961,00026828,00000001,00000000,00000000,00000024,00000226,00000000,00000021,00001017,00000278,00000193,00000000,00000211,00000000,00000000,00000000,                                                                                                                                        
R259,ROOSEVELT ISLAND              ,00013226,00001698,00000227,00000544,00000008,00004211,00018121,00000000,00000000,00000000,00000038,00000075,00000000,00000041,00001986,00000088,00000196,00000000,00000078,00000000,00000000,00000000,                                                                                                                                        
R260,181ST STREET-ST NICHOLAS AV   ,00022479,00001246,00000176,00000334,00000021,00014881,00012684,00000000,00000000,00000000,00000015,00000034,00000000,00000010,00000765,00000060,00000050,00000000,00000049,00000000,00000000,00000000,                                                                                                                                        
R261,40TH STREET-LOWERY STREET     ,00024650,00001359,00000104,00000401,00000012,00009263,00024432,00000000,00000000,00000000,00000019,00000141,00000000,00000063,00001121,00000078,00000096,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R262,BEVERLEY ROAD -EAST 15TH ST   ,00009245,00000380,00000076,00000150,00000004,00003564,00006687,00000000,00000000,00000000,00000004,00000068,00000000,00000017,00000320,00000037,00000039,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R263,AVENUE H-EAST 16TH STREET     ,00002834,00000345,00000015,00000140,00000000,00001009,00002194,00000000,00000000,00000000,00000003,00000016,00000000,00000000,00000104,00000013,00000002,00000000,00000001,00000000,00000000,00000000,                                                                                                                                        
R264,OCEAN PKWAY-BRIGHTON BCH AV   ,00008722,00001108,00000037,00000292,00000010,00001678,00004980,00000000,00000000,00000000,00000003,00000119,00000000,00000002,00000174,00000061,00000017,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
R265,MONTROSE AVENUE               ,00014505,00000475,00000032,00000086,00000008,00006222,00013966,00000000,00000000,00000000,00000013,00000048,00000000,00000012,00000482,00000046,00000031,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R266,HALSEY STREET-WYCKOFF AVE     ,00017785,00000472,00000054,00000169,00000007,00007405,00010204,00000000,00000000,00000000,00000013,00000060,00000000,00000002,00000435,00000038,00000044,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R267,46TH STREET-BROADWAY          ,00021963,00001082,00000095,00000323,00000009,00007092,00020378,00000000,00000000,00000000,00000009,00000134,00000000,00000032,00000623,00000103,00000117,00000000,00000077,00000000,00000001,00000000,                                                                                                                                        
R268,METROPOLITAN AVE-LORIMER ST   ,00032312,00000566,00000062,00000192,00000004,00011045,00035127,00000000,00000000,00000000,00000027,00000177,00000000,00000033,00000923,00000188,00000228,00000000,00000320,00000000,00000000,00000000,                                                                                                                                        
R269,BEDFORD AVENUE-NOSTRAND AVE   ,00014971,00000367,00000064,00000114,00000001,00007179,00012103,00000000,00000000,00000000,00000006,00000050,00000000,00000005,00000419,00000048,00000075,00000000,00000088,00000000,00000000,00000000,                                                                                                                                        
R270,SMITH STREET-9TH STREET       ,00009484,00000323,00000040,00000137,00000002,00003981,00004576,00000000,00000000,00000000,00000002,00000027,00000000,00000004,00000118,00000014,00000021,00000000,00000037,00000000,00000000,00000000,                                                                                                                                        
R271,AVENUE X-MCDONALD AVENUE      ,00006950,00000553,00000033,00000209,00000003,00001533,00004472,00000000,00000000,00000000,00000002,00000057,00000000,00000000,00000193,00000045,00000008,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R272,28TH STREET-7TH AVENUE        ,00033422,00001903,00000172,00000465,00000100,00011772,00025327,00000000,00000000,00000000,00000176,00000327,00000000,00000205,00000990,00000286,00000190,00000000,00000209,00000000,00000000,00000000,                                                                                                                                        
R273,145TH STREET-BROADWAY         ,00019467,00000989,00000195,00000407,00000002,00014709,00017375,00000000,00000000,00000000,00000026,00000028,00000000,00000011,00000672,00000057,00000116,00000000,00000066,00000000,00000000,00000000,                                                                                                                                        
R274,191ST STREET-ST NICHOLAS AV   ,00017482,00001128,00000132,00000247,00000002,00009097,00010615,00000000,00000000,00000000,00000006,00000051,00000000,00000017,00000950,00000020,00000034,00000000,00000049,00000000,00000000,00000000,                                                                                                                                        
R275,183RD STREET-JEROME AVENUE    ,00017675,00000482,00000068,00000149,00000000,00009964,00005968,00000000,00000000,00000000,00000009,00000014,00000000,00000003,00000316,00000009,00000008,00000000,00000041,00000000,00000000,00000000,                                                                                                                                        
R276,JACKSON AVENUE-VERNON BLVD    ,00025914,00000905,00000039,00000241,00000032,00006505,00027374,00000000,00000000,00000000,00000075,00000190,00000000,00000212,00000986,00000324,00000196,00000000,00000112,00000000,00000000,00000000,                                                                                                                                        
R277,PRESIDENT ST-NOSTRAND AVE     ,00008152,00000434,00000080,00000124,00000000,00003875,00005940,00000000,00000000,00000000,00000004,00000031,00000000,00000001,00000309,00000021,00000030,00000000,00000033,00000000,00000000,00000000,                                                                                                                                        
R278,25TH STREET-4TH AVENUE        ,00008030,00000221,00000025,00000057,00000012,00003344,00006058,00000000,00000000,00000000,00000017,00000050,00000000,00000003,00000216,00000045,00000038,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R279,JEFFERSON STREET-WYCKOFF AV   ,00014734,00000266,00000063,00000098,00000000,00006317,00011663,00000000,00000000,00000000,00000004,00000017,00000000,00000001,00000262,00000038,00000051,00000000,00000065,00000000,00000000,00000000,                                                                                                                                        
R280,190TH STREET-OVERLOOK TERR    ,00009849,00000843,00000044,00000330,00000000,00003800,00010141,00000000,00000000,00000000,00000009,00000053,00000000,00000010,00000375,00000070,00000086,00000000,00000072,00000000,00000000,00000000,                                                                                                                                        
R281,72ND STREET-CENTRAL PK WEST   ,00027019,00001617,00000065,00000279,00000032,00008497,00017377,00000000,00000000,00000000,00000050,00000362,00000000,00000113,00000632,00000320,00000149,00000000,00000293,00000000,00000000,00000000,                                                                                                                                        
R282,SPRING STREET-6TH AVENUE      ,00033443,00001235,00000078,00000285,00000122,00008317,00023279,00000000,00000000,00000000,00000103,00000360,00000000,00000433,00000821,00000340,00000181,00000000,00000308,00000000,00000000,00000000,                                                                                                                                        
R283,LAFAYETTE AVENUE-FULTON ST    ,00011984,00000429,00000067,00000134,00000001,00004503,00009758,00000000,00000000,00000000,00000004,00000081,00000000,00000004,00000344,00000066,00000068,00000000,00000116,00000000,00000000,00000000,                                                                                                                                        
R284,CLINTON AVENUE-FULTON ST      ,00013545,00000316,00000083,00000093,00000001,00004625,00013616,00000000,00000000,00000000,00000013,00000077,00000000,00000007,00000547,00000058,00000074,00000000,00000129,00000000,00000000,00000000,                                                                                                                                        
R285,MOTT AVENUE-BEACH 22ND ST     ,00013324,00000583,00000079,00000204,00000000,00004800,00003890,00000000,00000000,00000000,00000011,00000031,00000000,00000005,00000182,00000035,00000009,00000000,00000048,00000000,00000000,00000000,                                                                                                                                        
R286,MYRTLE AVENUE-MARCY AVENUE    ,00010910,00000266,00000077,00000106,00000011,00005367,00007210,00000000,00000000,00000000,00000009,00000034,00000000,00000001,00000285,00000022,00000011,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R287,CLASSON AVENUE-LAFAYETTE AV   ,00010419,00000231,00000032,00000094,00000001,00003864,00008596,00000000,00000000,00000000,00000002,00000043,00000000,00000000,00000256,00000070,00000061,00000000,00000054,00000000,00000000,00000000,                                                                                                                                        
R288,7TH AVENUE-9TH STREET         ,00031446,00001489,00000075,00000359,00000013,00006151,00029630,00000000,00000000,00000000,00000015,00000395,00000000,00000031,00001038,00000323,00000267,00000000,00000233,00000000,00000000,00000000,                                                                                                                                        
R289,FT HAMILTON PKY-GREENWOOD     ,00011103,00000680,00000054,00000190,00000001,00002581,00011620,00000000,00000000,00000000,00000014,00000158,00000000,00000014,00000435,00000149,00000079,00000000,00000053,00000000,00000000,00000000,                                                                                                                                        
R290,HOUSTON STREET-VARICK ST      ,00038500,00002246,00000203,00000526,00000476,00008697,00028052,00000000,00000000,00000000,00000219,00000356,00000000,00001106,00001569,00000472,00000257,00000000,00000201,00000000,00000000,00000000,                                                                                                                                        
R291,33RD STREET-QUEENS BLVD       ,00025328,00000779,00000065,00000270,00000058,00008906,00017005,00000000,00000000,00000000,00000101,00000213,00000000,00000110,00001137,00000112,00000074,00000000,00000092,00000000,00000000,00000000,                                                                                                                                        
R292,BAYCHESTER AVE-TILLOTSON      ,00010241,00000330,00000045,00000055,00000000,00003491,00003328,00000000,00000000,00000000,00000018,00000071,00000000,00000002,00000296,00000017,00000003,00000000,00000045,00000000,00000000,00000000,                                                                                                                                        
R293,34TH STREET - PENN STATION    ,00180380,00006913,00000517,00001454,00006756,00030408,00063126,00000000,00000000,00000000,00000573,00001215,00000000,00013545,00002434,00001975,00000525,00000000,00001072,00000000,00000000,00000000,                                                                                                                                        
R294,MORGAN AVENUE-HARRISON PL     ,00016825,00000230,00000027,00000062,00000007,00007288,00015453,00000000,00000000,00000000,00000021,00000057,00000000,00000001,00000290,00000055,00000103,00000000,00000188,00000000,00000000,00000000,                                                                                                                                        
R295,WILSON AVENUE-MOFFAT STREET   ,00008667,00000221,00000058,00000074,00000000,00005375,00004605,00000000,00000000,00000000,00000006,00000025,00000000,00000000,00000187,00000020,00000026,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R296,163RD ST & AMSTERDAM AVE      ,00008999,00000370,00000058,00000193,00000001,00005449,00006104,00000000,00000000,00000000,00000001,00000021,00000000,00000007,00000272,00000008,00000041,00000000,00000025,00000000,00000000,00000000,                                                                                                                                        
R297,FRANKLIN AVENUE-FULTON ST     ,00013184,00000460,00000123,00000228,00000001,00008092,00009955,00000000,00000000,00000000,00000008,00000023,00000000,00000009,00000309,00000037,00000038,00000000,00000125,00000000,00000000,00000000,                                                                                                                                        
R298,NORTHERN BLVD-BROADWAY        ,00014828,00000949,00000057,00000404,00000005,00006046,00013633,00000000,00000000,00000000,00000018,00000126,00000000,00000009,00000514,00000048,00000040,00000000,00000059,00000000,00000000,00000000,                                                                                                                                        
R299,BROADWAY - UNION AVENUE       ,00006765,00000377,00000033,00000183,00000004,00003314,00005939,00000000,00000000,00000000,00000008,00000024,00000000,00000005,00000209,00000032,00000020,00000000,00000039,00000000,00000000,00000000,                                                                                                                                        
R300,2ND AVENUE-HOUSTON STREET     ,00049132,00001671,00000174,00000644,00000045,00015357,00039797,00000000,00000000,00000000,00000065,00000329,00000000,00000055,00001486,00000391,00000259,00000000,00000505,00000000,00000000,00000000,                                                                                                                                        
R301,YORK STREET-JAY STREET        ,00018955,00000443,00000052,00000183,00000007,00005884,00016645,00000000,00000000,00000000,00000026,00000174,00000000,00000014,00000347,00000162,00000100,00000000,00000177,00000000,00000000,00000000,                                                                                                                                        
R302,57TH STREET-6TH AVENUE        ,00042306,00001810,00000126,00000412,00000109,00011117,00029106,00000000,00000000,00000000,00000143,00000588,00000000,00000222,00001778,00000500,00000217,00000000,00000290,00000000,00000000,00000000,                                                                                                                                        
R303,21ST STREET-QUEENSBRIDGE      ,00017541,00001163,00000205,00000598,00000013,00011826,00013350,00000000,00000000,00000000,00000029,00000079,00000000,00000014,00000581,00000037,00000017,00000000,00000147,00000000,00000000,00000000,                                                                                                                                        
R304,RECTOR STREET-GREENWICH ST    ,00022082,00000921,00000052,00000220,00000298,00005284,00014956,00000000,00000000,00000000,00000735,00000253,00000000,00000914,00000717,00000263,00000135,00000000,00000195,00000000,00000000,00000000,                                                                                                                                        
R307,138TH ST-GRAND CONCOURSE      ,00008488,00000200,00000054,00000101,00000000,00003830,00003726,00000000,00000000,00000000,00000018,00000035,00000000,00000001,00000226,00000038,00000020,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R308,MT EDEN AVENUE-JEROME AVE     ,00015799,00000507,00000080,00000244,00000000,00008356,00006739,00000000,00000000,00000000,00000017,00000032,00000000,00000007,00000471,00000010,00000026,00000000,00000036,00000000,00000000,00000000,                                                                                                                                        
R309,176TH STREET-JEROME AVENUE    ,00013951,00000395,00000067,00000176,00000001,00008862,00005991,00000000,00000000,00000000,00000012,00000010,00000000,00000003,00000428,00000011,00000015,00000000,00000027,00000000,00000000,00000000,                                                                                                                                        
R310,111TH STREET-ROOSEVELT AVE    ,00030371,00000787,00000104,00000299,00000002,00016633,00012885,00000000,00000000,00000000,00000006,00000051,00000000,00000008,00000397,00000024,00000022,00000000,00000050,00000000,00000000,00000000,                                                                                                                                        
R311,BOWERY STREET-DELANCEY ST     ,00006559,00000496,00000020,00000439,00000001,00002768,00007530,00000000,00000000,00000000,00000002,00000027,00000000,00000005,00000159,00000019,00000040,00000000,00000064,00000000,00000000,00000000,                                                                                                                                        
R312,WEST 6TH STREET-SURF AVENUE   ,00008090,00000724,00000026,00000178,00000000,00001864,00003854,00000000,00000000,00000000,00000003,00000082,00000000,00000002,00000140,00000023,00000005,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R313,BUSHWICK AVENUE-ABERDEEN ST   ,00002989,00000146,00000009,00000021,00000000,00001808,00001634,00000000,00000000,00000000,00000003,00000002,00000000,00000000,00000105,00000002,00000003,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R314,103RD ST-CENTRAL PARK WEST    ,00010057,00000743,00000051,00000301,00000003,00004593,00009383,00000000,00000000,00000001,00000023,00000071,00000000,00000014,00000325,00000059,00000044,00000000,00000068,00000000,00000000,00000000,                                                                                                                                        
R315,155TH STREET-8TH AVENUE       ,00009512,00000562,00000106,00000178,00000004,00005779,00004637,00000000,00000000,00000000,00000001,00000016,00000000,00000003,00000311,00000001,00000015,00000000,00000019,00000000,00000000,00000000,                                                                                                                                        
R316,FLUSHING AVENUE-MARCY AVE     ,00005484,00000154,00000026,00000059,00000000,00002086,00002767,00000000,00000000,00000000,00000002,00000019,00000000,00000000,00000200,00000010,00000009,00000000,00000018,00000000,00000000,00000000,                                                                                                                                        
R317,LAFAYETTE AV-WASHINGTON AV    ,00011548,00000363,00000027,00000105,00000003,00003421,00010533,00000000,00000000,00000000,00000012,00000078,00000000,00000007,00000400,00000074,00000056,00000000,00000093,00000000,00000000,00000000,                                                                                                                                        
R318,FULTON STREET-LAFAYETTE AV    ,00006638,00000210,00000035,00000067,00000009,00003020,00007663,00000000,00000000,00000000,00000006,00000030,00000000,00000012,00000217,00000033,00000047,00000000,00000069,00000000,00000000,00000000,                                                                                                                                        
R319,63RD STREET-LEXINGTON AVE     ,00033963,00001875,00000125,00000468,00000069,00010224,00030467,00000000,00000000,00000000,00000066,00000354,00000000,00000131,00001289,00000412,00000184,00000000,00000191,00000000,00000000,00000000,                                                                                                                                        
R320,CANAL STREET-VARICK STREET    ,00017000,00000588,00000064,00000142,00000109,00004860,00011093,00000000,00000000,00000000,00000098,00000148,00000000,00000258,00000623,00000152,00000073,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R321,18TH STREET-7TH AVENUE        ,00022005,00001208,00000082,00000331,00000160,00005759,00015620,00000000,00000000,00000000,00000084,00000226,00000000,00000276,00000563,00000280,00000151,00000000,00000146,00000000,00000000,00000000,                                                                                                                                        
R322,SPRING STREET-LAFAYETTE ST    ,00037035,00001245,00000058,00000230,00000113,00011788,00023959,00000000,00000000,00000000,00000065,00000331,00000000,00000256,00000670,00000336,00000200,00000000,00000361,00000000,00000000,00000000,                                                                                                                                        
R323,111TH STREET-LENOX AVENUE     ,00018090,00000741,00000164,00000376,00000009,00010602,00015360,00000000,00000000,00000000,00000055,00000085,00000000,00000069,00000789,00000097,00000120,00000000,00000078,00000000,00000000,00000000,                                                                                                                                        
R324,116TH STREET-LENOX AVENUE     ,00023038,00001119,00000200,00000541,00000008,00015316,00019826,00000000,00000000,00000000,00000031,00000087,00000000,00000042,00001074,00000105,00000114,00000000,00000074,00000000,00000000,00000000,                                                                                                                                        
R325,WHITLOCK AVE-WESTCHESTER AV   ,00007215,00000188,00000032,00000057,00000000,00004388,00002818,00000000,00000000,00000000,00000001,00000009,00000000,00000004,00000206,00000007,00000007,00000000,00000023,00000000,00000000,00000000,                                                                                                                                        
R326,ZEREGA AVE-WESTCHESTER AVE    ,00007608,00000260,00000039,00000067,00000003,00002815,00003448,00000000,00000000,00000000,00000010,00000057,00000000,00000006,00000155,00000040,00000008,00000000,00000021,00000000,00000000,00000000,                                                                                                                                        
R327,52ND STREET-ROOSEVELT AVE     ,00015401,00001052,00000072,00000329,00000002,00007275,00015878,00000000,00000000,00000000,00000016,00000051,00000000,00000014,00000502,00000061,00000039,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R328,WILLETS PT BLVD-ROOSEVELT     ,00013863,00000347,00000041,00000068,00000017,00004271,00004847,00000000,00000000,00000000,00000020,00000148,00000000,00000039,00000237,00000101,00000033,00000000,00000063,00000000,00000000,00000000,                                                                                                                                        
R329,MORRIS PARK-PAULDING AVENUE   ,00005985,00000246,00000013,00000043,00000000,00001074,00002600,00000000,00000000,00000000,00000014,00000061,00000000,00000000,00000274,00000033,00000014,00000000,00000015,00000000,00000000,00000000,                                                                                                                                        
R330,3RD AVENUE-14TH STREET        ,00015366,00000556,00000061,00000156,00000016,00005011,00015372,00000000,00000000,00000000,00000027,00000118,00000000,00000059,00000529,00000096,00000096,00000000,00000143,00000000,00000000,00000000,                                                                                                                                        
R331,155TH STREET-ST NICHOLAS AV   ,00005419,00000319,00000067,00000156,00000000,00003343,00004344,00000000,00000000,00000000,00000002,00000014,00000000,00000006,00000166,00000015,00000027,00000000,00000017,00000000,00000000,00000000,                                                                                                                                        
R332,135TH STREET-ST NICHOLAS AV   ,00009910,00000441,00000090,00000200,00000008,00005545,00008898,00000000,00000000,00000000,00000011,00000031,00000000,00000009,00000515,00000065,00000051,00000000,00000042,00000000,00000000,00000000,                                                                                                                                        
R333,116TH STREET-8TH AVENUE       ,00011677,00000455,00000085,00000234,00000000,00007324,00012153,00000000,00000000,00000000,00000003,00000061,00000000,00000013,00000482,00000148,00000083,00000000,00000101,00000000,00000000,00000000,                                                                                                                                        
R334,110TH STREET-8TH AVENUE       ,00014397,00000853,00000112,00000380,00000005,00006984,00015150,00000000,00000000,00000000,00000017,00000056,00000000,00000012,00000574,00000161,00000117,00000000,00000135,00000000,00000000,00000000,                                                                                                                                        
R335,GASTON AVENUE-BEACH 67TH ST   ,00009390,00000292,00000040,00000084,00000002,00003445,00003354,00000000,00000000,00000000,00000006,00000039,00000000,00000006,00000269,00000023,00000016,00000000,00000058,00000000,00000000,00000000,                                                                                                                                        
R336,STRAITON AVE-BEACH 60TH ST    ,00002045,00000120,00000012,00000023,00000001,00000715,00000446,00000000,00000000,00000000,00000000,00000009,00000000,00000000,00000025,00000001,00000001,00000000,00000009,00000000,00000000,00000000,                                                                                                                                        
R337,FRANK AVENUE-BEACH 44TH ST    ,00003353,00000118,00000005,00000045,00000000,00001217,00001135,00000000,00000000,00000000,00000002,00000014,00000000,00000000,00000065,00000001,00000000,00000000,00000028,00000000,00000000,00000000,                                                                                                                                        
R338,EDGEMERE-BEACH 36TH STREET    ,00000463,00000033,00000007,00000005,00000000,00000128,00000111,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000004,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                                        
R339,36TH STREET-NORTHERN BLVD     ,00010368,00000534,00000073,00000106,00000006,00003743,00006172,00000000,00000000,00000000,00000023,00000086,00000000,00000040,00000790,00000052,00000061,00000000,00000034,00000000,00000000,00000000,                                                                                                                                        
R340,65TH STREET-BROADWAY          ,00007695,00000476,00000035,00000141,00000004,00002967,00008139,00000000,00000000,00000000,00000008,00000041,00000000,00000001,00000250,00000011,00000048,00000000,00000014,00000000,00000000,00000000,                                                                                                                                        
R341,75TH AVENUE-QUEENS BLVD       ,00009690,00001076,00000064,00000277,00000006,00001667,00008682,00000000,00000000,00000000,00000014,00000154,00000000,00000013,00000335,00000123,00000078,00000000,00000102,00000000,00000000,00000000,                                                                                                                                        
R342,VAN WYCK BLVD-METROPOLITAN    ,00014907,00000455,00000047,00000153,00000007,00004489,00006055,00000000,00000000,00000000,00000015,00000047,00000000,00000006,00000260,00000047,00000025,00000000,00000046,00000000,00000000,00000000,                                                                                                                                        
R343,FRANKLIN STREET-WEST BWAY     ,00017177,00000832,00000047,00000194,00000175,00003589,00009588,00000000,00000000,00000000,00000036,00000172,00000000,00000381,00000293,00000220,00000118,00000000,00000068,00000000,00000000,00000000,                                                                                                                                        
R344,145TH STREET-LENOX AVENUE     ,00006782,00000467,00000116,00000231,00000002,00004284,00004607,00000000,00000000,00000000,00000008,00000010,00000000,00000002,00000307,00000013,00000015,00000000,00000006,00000000,00000000,00000000,                                                                                                                                        
R345,148TH STREET-LENOX AVENUE     ,00007454,00000527,00000095,00000180,00000001,00004188,00005905,00000000,00000000,00000000,00000018,00000020,00000000,00000008,00000333,00000009,00000049,00000000,00000038,00000000,00000000,00000000,                                                                                                                                        
R346,45TH ROAD-COURT HOUSE SQ      ,00008987,00000360,00000058,00000155,00000058,00004637,00008840,00000000,00000000,00000000,00000023,00000050,00000000,00000266,00000182,00000111,00000025,00000000,00000032,00000000,00000000,00000000,                                                                                                                                        
R347,69TH STREET-ROOSEVELT AVE     ,00011759,00000538,00000067,00000269,00000000,00006261,00010480,00000000,00000000,00000000,00000006,00000026,00000000,00000010,00000238,00000038,00000026,00000000,00000020,00000000,00000000,00000000,                                                                                                                                        
R348,ATLANTIC AV-VAN SINDEREN AV   ,00003440,00000124,00000035,00000051,00000014,00001964,00001175,00000000,00000000,00000000,00000000,00000008,00000000,00000028,00000073,00000012,00000001,00000000,00000008,00000000,00000000,00000000,                                                                                                                                        
R349,SUTTER AVE-VAN SINDEREN AVE   ,00010844,00000307,00000051,00000074,00000006,00006233,00003150,00000000,00000000,00000000,00000001,00000016,00000000,00000000,00000276,00000001,00000015,00000000,00000024,00000000,00000000,00000000,                                                                                                                                        
